timestamp,x,y,z,mag,lat,long,tipo
2026-02-10T06:38:39.663034,-0.0808,-0.0425,-0.0545,0.1111,0.0,0.0,STREAM
2026-02-10T06:38:39.858092,-0.0890,-0.0723,-0.0532,0.0802,0.0,0.0,STREAM
2026-02-10T06:38:40.049589,-0.1039,-0.0936,-0.1105,0.0538,0.0,0.0,STREAM
2026-02-10T06:38:40.245565,-0.0837,-0.1102,-0.1218,0.0413,0.0,0.0,STREAM
2026-02-10T06:38:40.437005,-0.0935,-0.1131,-0.1052,0.0472,0.0,0.0,STREAM
2026-02-10T06:38:40.631317,-0.0909,-0.1094,-0.1308,0.0643,0.0,0.0,STREAM
2026-02-10T06:38:40.825425,-0.1085,-0.1012,-0.1560,0.0858,0.0,0.0,STREAM
2026-02-10T06:38:41.019086,-0.1059,-0.1040,-0.1870,0.1081,0.0,0.0,STREAM
2026-02-10T06:38:41.213030,-0.1131,-0.1150,-0.1921,0.1292,0.0,0.0,STREAM
2026-02-10T06:38:41.404051,-0.0954,-0.1063,-0.1977,0.1461,0.0,0.0,STREAM
2026-02-10T06:38:41.598090,-0.1111,-0.1148,-0.1830,0.1605,0.0,0.0,STREAM
2026-02-10T06:38:41.794749,-0.1186,-0.1095,-0.2099,0.1761,0.0,0.0,STREAM
2026-02-10T06:38:41.987974,-0.1358,-0.1097,-0.2053,0.1901,0.0,0.0,STREAM
2026-02-10T06:38:42.180602,-0.1259,-0.1144,-0.1867,0.1994,0.0,0.0,STREAM
2026-02-10T06:38:42.375124,-0.1069,-0.1231,-0.1708,0.2047,0.0,0.0,STREAM
2026-02-10T06:38:42.567565,-0.0958,-0.1173,-0.1404,0.2047,0.0,0.0,STREAM
2026-02-10T06:38:42.763100,-0.0810,-0.0817,-0.0834,0.1948,0.0,0.0,STREAM
2026-02-10T06:38:42.956533,-0.0753,-0.0941,-0.1370,0.1929,0.0,0.0,STREAM
2026-02-10T06:38:43.151038,-0.0615,-0.0914,-0.1224,0.1885,0.0,0.0,STREAM
2026-02-10T06:38:43.342923,-0.0666,-0.0648,-0.0914,0.1797,0.0,0.0,STREAM
2026-02-10T06:38:43.537451,-0.0763,-0.0729,-0.0369,0.1677,0.0,0.0,STREAM
2026-02-10T06:38:43.732372,-0.0462,-0.0978,-0.0332,0.1573,0.0,0.0,STREAM
2026-02-10T06:38:43.925012,-0.0504,-0.1222,-0.0030,0.1485,0.0,0.0,STREAM
2026-02-10T06:38:44.116882,-0.0334,-0.1207,-0.0128,0.1417,0.0,0.0,STREAM
2026-02-10T06:38:44.311265,-0.0199,-0.1421,0.0377,0.1345,0.0,0.0,STREAM
2026-02-10T06:38:44.502285,-0.0207,-0.1334,0.0022,0.1315,0.0,0.0,STREAM
2026-02-10T06:38:44.699524,0.0190,-0.1347,-0.0358,0.1298,0.0,0.0,STREAM
2026-02-10T06:38:44.893181,0.0032,-0.1172,-0.0398,0.1278,0.0,0.0,STREAM
2026-02-10T06:38:45.087821,-0.0092,-0.0972,-0.0540,0.1250,0.0,0.0,STREAM
2026-02-10T06:38:45.280521,-0.0126,-0.1096,-0.0960,0.1271,0.0,0.0,STREAM
2026-02-10T06:38:45.476026,0.0118,-0.1247,-0.0568,0.1278,0.0,0.0,STREAM
2026-02-10T06:38:45.666476,0.0085,-0.1082,-0.0591,0.1266,0.0,0.0,STREAM
2026-02-10T06:38:45.861588,0.0331,-0.1045,0.0083,0.1207,0.0,0.0,STREAM
2026-02-10T06:38:46.057311,-0.0020,-0.0840,-0.0073,0.1147,0.0,0.0,STREAM
2026-02-10T06:38:46.250869,-0.0003,-0.0992,-0.0231,0.1126,0.0,0.0,STREAM
2026-02-10T06:38:46.444168,0.0053,-0.0919,0.0125,0.1081,0.0,0.0,STREAM
2026-02-10T06:38:46.637072,-0.0008,-0.0852,0.0208,0.1035,0.0,0.0,STREAM
2026-02-10T06:38:46.830976,0.0225,-0.0908,0.0280,0.1005,0.0,0.0,STREAM
2026-02-10T06:38:47.023859,0.0201,-0.0750,0.0544,0.0958,0.0,0.0,STREAM
2026-02-10T06:38:47.216654,0.0131,-0.0730,0.0682,0.0925,0.0,0.0,STREAM
2026-02-10T06:38:47.411273,0.0228,-0.0739,0.0536,0.0907,0.0,0.0,STREAM
2026-02-10T06:38:47.604400,0.0202,-0.0921,0.0654,0.0927,0.0,0.0,STREAM
2026-02-10T06:38:47.798953,0.0410,-0.0954,0.0649,0.0958,0.0,0.0,STREAM
2026-02-10T06:38:47.992690,0.0407,-0.1007,0.0690,0.0998,0.0,0.0,STREAM
2026-02-10T06:38:48.186785,0.0270,-0.1024,0.0635,0.1030,0.0,0.0,STREAM
2026-02-10T06:38:48.379980,0.0061,-0.1152,0.0416,0.1058,0.0,0.0,STREAM
2026-02-10T06:38:48.575276,0.0115,-0.1282,0.0159,0.1088,0.0,0.0,STREAM
2026-02-10T06:38:48.766770,-0.0123,-0.1347,0.0607,0.1142,0.0,0.0,STREAM
2026-02-10T06:38:48.961540,0.0067,-0.1396,0.0865,0.1213,0.0,0.0,STREAM
2026-02-10T06:38:49.155160,0.0023,-0.1135,0.0671,0.1227,0.0,0.0,STREAM
2026-02-10T06:38:49.350614,0.0296,-0.1063,0.0517,0.1223,0.0,0.0,STREAM
2026-02-10T06:38:49.541711,0.0133,-0.1078,0.0604,0.1226,0.0,0.0,STREAM
2026-02-10T06:38:49.735524,0.0349,-0.1140,0.0699,0.1246,0.0,0.0,STREAM
2026-02-10T06:38:49.929489,0.0262,-0.0874,0.0436,0.1210,0.0,0.0,STREAM
2026-02-10T06:38:50.124610,0.0034,-0.0551,-0.0602,0.1070,0.0,0.0,STREAM
2026-02-10T06:38:50.316819,0.0147,-0.0638,-0.0401,0.0986,0.0,0.0,STREAM
2026-02-10T06:38:50.512447,-0.0021,-0.0687,-0.0102,0.0933,0.0,0.0,STREAM
2026-02-10T06:38:50.704484,-0.0111,-0.0750,0.0258,0.0909,0.0,0.0,STREAM
2026-02-10T06:38:50.900230,0.0059,-0.0795,0.0364,0.0901,0.0,0.0,STREAM
2026-02-10T06:38:51.090562,0.0268,-0.0629,0.0514,0.0882,0.0,0.0,STREAM
2026-02-10T06:38:51.287815,0.0008,-0.0250,0.0115,0.0791,0.0,0.0,STREAM
2026-02-10T06:38:51.481213,0.0059,-0.0225,-0.0167,0.0698,0.0,0.0,STREAM
2026-02-10T06:38:51.675363,-0.0090,-0.0439,-0.0104,0.0652,0.0,0.0,STREAM
2026-02-10T06:38:51.866814,-0.0117,-0.0664,0.0209,0.0656,0.0,0.0,STREAM
2026-02-10T06:38:52.061418,-0.0223,-0.0666,0.0205,0.0661,0.0,0.0,STREAM
2026-02-10T06:38:53.030501,-0.0325,-0.1899,-0.0167,0.1103,0.0,0.0,STREAM
2026-02-10T06:38:53.222621,-0.0231,-0.1987,0.0011,0.1238,0.0,0.0,STREAM
2026-02-10T06:38:53.414969,-0.0064,-0.1941,-0.0022,0.1342,0.0,0.0,STREAM
2026-02-10T06:38:53.610058,-0.0229,-0.1817,-0.0256,0.1416,0.0,0.0,STREAM
2026-02-10T06:38:53.803950,-0.0211,-0.1962,-0.0090,0.1500,0.0,0.0,STREAM
2026-02-10T06:38:53.998986,-0.0221,-0.1810,-0.0376,0.1552,0.0,0.0,STREAM
2026-02-10T06:38:54.192219,-0.0225,-0.1735,-0.0583,0.1588,0.0,0.0,STREAM
2026-02-10T06:38:54.387461,-0.0228,-0.1904,-0.0112,0.1638,0.0,0.0,STREAM
2026-02-10T06:38:54.579332,0.0069,-0.1735,-0.0176,0.1651,0.0,0.0,STREAM
2026-02-10T06:38:54.772183,0.0038,-0.1749,-0.0186,0.1666,0.0,0.0,STREAM
2026-02-10T06:38:54.964690,0.0238,-0.1854,0.0190,0.1688,0.0,0.0,STREAM
2026-02-10T06:38:55.160558,0.0011,-0.1743,0.0133,0.1694,0.0,0.0,STREAM
2026-02-10T06:38:55.354879,-0.0092,-0.1689,-0.0021,0.1694,0.0,0.0,STREAM
2026-02-10T06:38:55.548723,-0.0094,-0.1417,-0.0192,0.1654,0.0,0.0,STREAM
2026-02-10T06:38:55.742323,-0.0079,-0.1537,0.0041,0.1636,0.0,0.0,STREAM
2026-02-10T06:38:55.935061,0.0131,-0.1821,0.0486,0.1662,0.0,0.0,STREAM
2026-02-10T06:38:56.129341,0.0046,-0.1687,0.0405,0.1667,0.0,0.0,STREAM
2026-02-10T06:38:56.322842,-0.0043,-0.1654,0.0377,0.1668,0.0,0.0,STREAM
2026-02-10T06:38:56.516334,0.0019,-0.1731,0.0036,0.1677,0.0,0.0,STREAM
2026-02-10T06:38:56.710721,-0.0040,-0.1720,0.0026,0.1683,0.0,0.0,STREAM
2026-02-10T06:38:56.904321,-0.0130,-0.1626,0.0029,0.1675,0.0,0.0,STREAM
2026-02-10T06:38:57.098076,0.0006,-0.1589,-0.0120,0.1661,0.0,0.0,STREAM
2026-02-10T06:38:57.291263,-0.0082,-0.1346,0.0145,0.1615,0.0,0.0,STREAM
2026-02-10T06:38:57.485899,-0.0156,-0.0917,-0.0074,0.1510,0.0,0.0,STREAM
2026-02-10T06:38:57.681060,-0.0006,-0.0714,-0.0170,0.1390,0.0,0.0,STREAM
2026-02-10T06:38:57.873417,0.0201,-0.0443,-0.0229,0.1247,0.0,0.0,STREAM
2026-02-10T06:38:58.063899,0.0227,-0.0226,0.0070,0.1094,0.0,0.0,STREAM
